"energy","liveness","tempo","speechiness","acousticness","danceability","duration_ms","loudness"
0.711,0.352,84.03,0.285,0.0149,0.818,297973,-5.816
0.841,0.111,97.909,0.357,0.358,0.745,213760,-4.774
0.495,0.0857,149.657,0.037,0.579,0.485,227240,-7.619
0.672,0.105,156.208,0.0405,0.0273,0.494,277027,-4.877
0.634,0.0613,104.038,0.057,0.0491,0.88,258427,-4.001
0.439,0.251,69.945,0.0336,0.556,0.484,304013,-5.995
0.833,0.0819,109.928,0.028,0.0793,0.77,131867,-4.536
0.638,0.122,108.322,0.132,0.0312,0.503,311600,-5.851
0.616,0.0535,120.129,0.225,0.573,0.67,270880,-6.123
0.753,0.108,117.148,0.0391,0.0279,0.644,211773,-4.296
0.934,0.15,154.52,0.245,0.000509,0.22,238573,-3.469
0.488,0.221,91.025,0.22,0.0825,0.655,244827,-9.17
0.774,0.159,113,0.0434,0.00933,0.887,182813,-6.108
0.805,0.331,166.18,0.4,0.0463,0.541,230786,-2.832
0.778,0.065,95.475,0.395,0.167,0.694,232227,-1.492
0.653,0.171,101.113,0.241,0.274,0.71,229440,-8.195
0.53,0.288,95.001,0.121,0.213,0.78,431827,-6.486
0.595,0.149,94.997,0.315,0.102,0.929,224667,-7.035
0.841,0.14,184.153,0.0542,0.0158,0.456,263700,-5.338
0.719,0.326,79.794,0.0435,0.0177,0.358,241333,-4.8
0.422,0.164,117.007,0.0282,0.0887,0.661,241373,-6.918
0.885,0.205,138.665,0.064,0.0109,0.409,243800,-4.115
0.791,0.0838,153.067,0.181,0.0893,0.81,314352,-5.909
0.255,0.207,77.092,0.0314,0.364,0.603,252796,-12.721
0.508,0.238,128.191,0.0307,0.235,0.464,217547,-8.005
0.921,0.303,104.024,0.0504,0.0221,0.596,210560,-4.987
0.759,0.165,80.958,0.0405,0.0273,0.487,208360,-4.849
0.922,0.189,89.841,0.0958,0.0917,0.58,200387,-3.785
0.75,0.0808,118.015,0.0413,0.0021,0.774,197987,-4.927
0.588,0.146,88.915,0.373,0.414,0.777,257653,-8.651
0.841,0.108,159.747,0.0523,0.000172,0.483,195133,-7.494
0.747,0.0449,172.31,0.0782,0.00227,0.621,205267,-6.552
0.646,0.352,110.89,0.274,0.0437,0.86,217040,-11.578
0.726,0.163,87.655,0.272,0.152,0.721,295173,-7.062
0.902,0.046,149.808,0.054,0.0615,0.661,173693,-4.76
0.854,0.356,115.048,0.0455,0.0404,0.605,333453,-5.313
0.496,0.0891,103.49,0.164,0.0945,0.575,244227,-6.716
0.776,0.206,83.607,0.233,0.253,0.601,315200,-4.126
0.757,0.0675,103.551,0.0252,0.178,0.671,243902,-5.275
0.936,0.309,117.303,0.033,0.0121,0.607,265960,-3.071
0.815,0.0798,184.923,0.0388,0.000617,0.392,226080,-5.686
0.656,0.338,140.113,0.0267,0.274,0.57,234480,-4.352
0.397,0.143,84.221,0.0251,0.685,0.542,237333,-8.571
0.749,0.0591,92.077,0.253,0.15,0.866,249800,-3.977
0.817,0.0668,120.02,0.0453,0.115,0.666,221120,-6.072
0.854,0.162,89.4,0.0483,0.000336,0.433,277840,-3.868
0.833,0.305,78.222,0.073,0.215,0.54,215333,-3.728
0.809,0.371,99.989,0.224,0.00837,0.873,262800,-5.185
0.742,0.167,86.632,0.0631,0.0387,0.46,259104,-7.472
0.801,0.124,126.966,0.0354,0.0626,0.613,243160,-4.431
0.658,0.0651,98.989,0.192,0.0326,0.859,255267,-4.481
0.839,0.279,166.166,0.0441,0.0746,0.454,242200,-5.368
0.568,0.0488,91.906,0.0298,0.179,0.726,274333,-8.358
0.978,0.0731,135.095,0.131,0.111,0.554,162600,-3.554
0.706,0.137,94.086,0.193,0.104,0.835,272533,-3.219
0.642,0.0717,85.565,0.307,0.274,0.582,221267,-4.925
0.407,0.144,178.258,0.0368,0.247,0.476,242467,-9.239
0.432,0.117,131.814,0.0266,0.518,0.542,222280,-7.081
0.66,0.0979,151.956,0.0377,0.181,0.583,255560,-5.078
0.77,0.0715,99.165,0.226,0.00249,0.646,236133,-6.596
0.827,0.328,89.93,0.0266,0.00986,0.56,254600,-5.393
0.954,0.0975,191.059,0.0691,0.000674,0.251,258000,-2.879
0.629,0.0742,97.963,0.0442,0.0729,0.841,294867,-5.351
0.785,0.0397,84.607,0.351,0.0485,0.673,249467,-2.894
0.407,0.122,101.976,0.152,0.438,0.883,236507,-5.955
0.867,0.306,94.519,0.0385,0.04,0.589,256441,-4.523
0.5,0.254,124.921,0.0395,0.426,0.729,236533,-11.253
0.677,0.286,132.876,0.103,0.207,0.833,209490,-6.413
0.345,0.0724,76.626,0.0584,0.493,0.476,266093,-9.767
0.603,0.47,117.928,0.0317,0.255,0.718,209347,-8.455
0.725,0.0991,162.06,0.203,0.227,0.739,282907,-4.301
0.825,0.0999,164.857,0.044,0.152,0.551,260827,-6.24
0.562,0.0994,75.035,0.0339,0.263,0.565,229093,-7.43
0.751,0.158,139.51,0.0435,0.000491,0.522,232067,-5.46
0.371,0.243,82.02,0.0253,0.771,0.64,263280,-10.476
0.811,0.157,86.008,0.0396,0.214,0.493,243493,-4.732
0.456,0.171,109.162,0.0777,0.506,0.759,235024,-8.022
0.541,0.0753,127.683,0.0776,0.508,0.691,243307,-5.873
0.837,0.18,123.777,0.0316,0.379,0.643,223400,-4.535
0.445,0.275,104.51,0.472,0.0395,0.706,281093,-10.291
0.363,0.305,137.365,0.0857,0.215,0.687,245893,-10.144
0.947,0.238,189.994,0.12,0.00846,0.322,237293,-3.173
0.78,0.113,97.917,0.319,0.0811,0.757,232507,-5.038
0.773,0.0632,91.915,0.121,0.0107,0.803,226027,-3.628
0.657,0.0798,199.958,0.362,0.0391,0.811,184907,-6.197
0.827,0.0876,179.566,0.046,0.0039,0.484,230760,-5.324
0.864,0.138,136.128,0.0414,0.0736,0.553,260017,-4.038
0.562,0.225,98.994,0.0275,0.137,0.53,211960,-8.314
0.488,0.301,92.965,0.275,0.126,0.862,334414,-7.914
0.462,0.307,123.865,0.0779,0.00576,0.75,231800,-7.664
0.765,0.104,74.072,0.033,0.00457,0.496,260507,-5.66
0.824,0.158,100.202,0.036,0.615,0.735,211666,-4.143
0.805,0.179,94.973,0.0739,0.433,0.712,209120,-3.142
0.623,0.0652,175.973,0.116,0.0861,0.655,214787,-6.302
0.552,0.252,81.975,0.0981,0.176,0.618,242773,-6.863
0.776,0.114,100.019,0.0556,0.00912,0.715,227160,-4.604
0.851,0.0644,92.079,0.0398,0.000281,0.468,252360,-3.617
0.808,0.312,102.87,0.0444,0.0381,0.552,223933,-5.569
0.832,0.0423,119.035,0.0488,0.333,0.717,210827,-4.99
0.434,0.128,111.912,0.0443,0.778,0.74,255467,-5.714
0.666,0.247,91.924,0.0323,0.0495,0.803,228640,-3.811
0.858,0.0772,144.082,0.174,0.00503,0.846,254707,-5.263
0.486,0.232,142.189,0.0266,0.111,0.515,226600,-5.677
0.869,0.0896,138.812,0.065,0.000126,0.436,189853,-4.378
0.481,0.121,75.974,0.0251,0.302,0.525,289000,-6.715
0.527,0.0656,133.107,0.0512,0.0615,0.787,187733,-6.981
0.807,0.0436,79.823,0.36,0.388,0.547,224427,-4.083
0.422,0.288,130.2,0.0356,0.395,0.677,245063,-8.443
0.92,0.552,188.899,0.201,0.235,0.435,245960,-1.357
0.855,0.106,104.963,0.331,0.0438,0.582,251373,-4.959
0.751,0.636,85.789,0.317,0.0141,0.563,324307,-4.325
0.714,0.0521,100.972,0.14,0.202,0.891,267267,-6.055
0.547,0.105,120,0.0318,0.555,0.682,257160,-7.705
0.89,0.211,73.012,0.0661,0.0051,0.627,319907,-3.482
0.903,0.277,96.987,0.0426,0.155,0.627,185493,-2.714
0.547,0.0897,158.006,0.0323,0.498,0.534,201240,-7.915
0.72,0.0465,99,0.153,0.0087,0.944,169800,-5.105
0.401,0.241,124.993,0.0786,0.783,0.743,227933,-8.183
0.807,0.093,122.18,0.261,0.127,0.639,291867,-6.566
0.575,0.0853,93.992,0.0555,0.0398,0.741,222040,-5.416
0.832,0.302,100.157,0.0528,0.0675,0.473,200733,-5.257
0.6,0.0794,192.082,0.458,0.231,0.646,223973,-6.569
0.878,0.233,88.027,0.0557,0.00321,0.685,225427,-4.346
0.404,0.128,117.887,0.0761,0.219,0.74,268373,-12.947
0.814,0.0984,98.022,0.035,0.238,0.576,224787,-5.893
0.704,0.098,95.067,0.289,0.236,0.813,248147,-3.427
0.73,0.0753,90.096,0.373,0.283,0.865,193467,-2.813
0.503,0.168,78.951,0.199,0.538,0.623,245733,-8.783
0.699,0.168,87.971,0.0286,0.0171,0.591,239893,-8.169
0.232,0.107,122.096,0.0343,0.687,0.332,236747,-10.737
0.657,0.367,99.059,0.099,0.0279,0.683,222947,-10.668
0.801,0.0733,164.004,0.141,0.00183,0.664,340267,-4.306
0.951,0.261,162.065,0.0645,0.00038,0.451,213933,-3.754
0.61,0.117,160.225,0.0354,0.053,0.466,242293,-5.937
0.496,0.107,97.945,0.0241,0.172,0.692,298960,-7.332
0.905,0.0753,144.544,0.0812,1.37e-05,0.36,267973,-3.808
0.723,0.183,134.001,0.0302,0.108,0.568,234213,-5.439
0.392,0.146,77.991,0.0253,0.498,0.622,253000,-9.737
0.568,0.0997,107.849,0.0276,0.00797,0.614,293960,-5.477
0.547,0.0918,151.948,0.0259,0.154,0.457,257080,-9.304
0.893,0.0545,95.314,0.198,0.109,0.839,254600,-3.963
0.807,0.159,120.781,0.0309,0.0056,0.655,239560,-7.674
0.714,0.564,87.98,0.355,0.0272,0.631,338733,-7.259
0.749,0.183,130.969,0.0279,0.599,0.577,307880,-7.215
0.351,0.111,109.771,0.0303,0.709,0.685,240800,-8.999
0.521,0.0692,112.913,0.0457,0.107,0.733,294693,-3.657
0.74,0.0881,101.025,0.132,0.299,0.893,299147,-4.936
0.736,0.0549,104.907,0.378,0.225,0.837,234093,-8.367
0.731,0.0661,134.376,0.0282,0.228,0.672,221760,-8.791
0.938,0.167,91.455,0.0456,0.0179,0.618,269000,-3.442
0.563,0.316,122.837,0.13,0.105,0.696,195600,-5.891
0.861,0.0941,92.932,0.293,0.0318,0.734,281240,-5.548
0.932,0.0608,119.81,0.0496,0.0691,0.595,254213,-3.255
0.54,0.157,143.772,0.0473,0.506,0.638,218760,-6.849
0.812,0.136,200.107,0.0356,0.0174,0.422,254307,-4.527
0.406,0.117,151.95,0.0291,0.08,0.457,223067,-7.462
0.65,0.0956,103.954,0.0228,0.142,0.668,231347,-4.351
0.573,0.114,76.193,0.0275,0.578,0.457,238560,-3.866
0.899,0.0681,95.058,0.165,0.0139,0.769,217587,-3.104
0.729,0.134,94.01,0.0236,0.0206,0.647,249627,-6.251
0.668,0.141,83.074,0.106,0.265,0.699,254467,-5.305
0.778,0.271,111.637,0.0427,0.00751,0.578,220960,-8.847
0.841,0.103,89.978,0.0371,0.0418,0.613,214253,-5.686
0.753,0.204,129.998,0.0625,0.015,0.803,350227,-3.542
0.654,0.289,90.05,0.252,0.0558,0.723,282493,-6.567
0.538,0.317,121.732,0.505,0.362,0.707,234893,-5.264
0.588,0.373,170.889,0.0641,0.0359,0.507,278707,-4.881
0.855,0.273,175.543,0.0288,0.00049,0.442,243640,-2.985
0.653,0.104,73.884,0.176,0.575,0.624,288333,-6.582
0.198,0.0659,88.174,0.028,0.883,0.732,186147,-11.775
0.661,0.115,95.493,0.196,0.107,0.838,279000,-6.387
0.909,0.275,173.819,0.112,0.00202,0.706,229160,-4.984
0.916,0.174,182.131,0.0634,0.00944,0.363,231200,-4.344
0.93,0.0686,106.22,0.0374,0.00043,0.62,190173,-3.685
0.783,0.072,98.132,0.187,0.00877,0.785,290200,-3.982
0.416,0.114,176.196,0.261,0.675,0.567,252293,-8.636
0.502,0.289,172.567,0.0298,0.333,0.305,235533,-7.424
0.572,0.151,157.979,0.0292,0.186,0.448,230800,-9.351
0.565,0.113,176.103,0.0353,0.00201,0.567,284960,-7.231
0.73,0.241,99.925,0.164,0.114,0.879,213227,-4.369
0.845,0.154,162.049,0.167,0.0245,0.79,218707,-3.41
0.843,0.348,140.055,0.0488,0.000671,0.509,238400,-3.318
0.78,0.105,135.991,0.168,0.0956,0.702,261987,-5.379
0.4,0.164,146.018,0.0273,0.569,0.574,228480,-8.387
0.653,0.28,90.045,0.0575,0.0945,0.64,229120,-9.145
0.711,0.169,89.862,0.291,0.258,0.874,204933,-4.378
0.464,0.161,75.982,0.0614,0.548,0.657,227067,-7.573
0.822,0.361,97.01,0.034,0.219,0.496,168867,-4.899
0.687,0.562,91.808,0.0487,0.0217,0.761,296427,-5.346
0.781,0.272,102.094,0.256,0.361,0.857,301163,-4.818
0.761,0.167,121.792,0.0609,0.226,0.596,297587,-4.17
0.407,0.068,83.893,0.0657,0.0437,0.6,219221,-14.738
0.73,0.39,138.177,0.0812,0.247,0.727,302040,-4.731
0.474,0.089,164.123,0.316,0.087,0.777,304000,-10.211
0.897,0.304,100.016,0.0395,0.0656,0.574,206400,-4.464
0.734,0.0549,59.306,0.398,0.0763,0.731,243053,-4.451
0.708,0.0878,91.983,0.0818,0.312,0.679,255733,-3.844
0.81,0.114,97.87,0.202,0.0126,0.777,275853,-4.07
0.407,0.068,83.893,0.0657,0.0437,0.6,219221,-14.738
0.746,0.768,109.789,0.0326,0.00875,0.575,216640,-5.393
0.599,0.492,167.778,0.0508,0.000214,0.585,263560,-5.704
0.935,0.294,205.984,0.0741,0.127,0.596,249760,-2.412
0.91,0.179,141.911,0.158,0.00658,0.555,212741,-6.672
0.281,0.158,89.914,0.0287,0.388,0.272,240400,-7.634
0.549,0.0988,93.503,0.451,0.238,0.85,258733,-3.176
0.415,0.0297,89.976,0.0654,0.0917,0.76,235280,-6.341
0.412,0.0939,87.459,0.3,0.109,0.823,338867,-8.809
0.738,0.354,171.376,0.262,0.00954,0.689,326640,-4.606
0.465,0.125,119.87,0.0288,0.228,0.705,259547,-8.348
0.496,0.107,97.945,0.0241,0.172,0.692,298960,-7.332
0.279,0.149,74.847,0.0285,0.129,0.589,283867,-13.693
0.513,0.104,101.974,0.0332,0.199,0.532,304253,-7.693
0.833,0.143,115.052,0.0583,0.0187,0.541,219360,-4.647
0.755,0.123,177.02,0.142,0.0284,0.271,217000,-6.306
0.762,0.0607,123.994,0.03,0.0533,0.72,269400,-4.756
0.873,0.0592,80.473,0.0613,0.000519,0.452,222027,-4.867
0.645,0.0987,111.015,0.029,0.141,0.512,226307,-5.631
0.754,0.0517,100,0.193,0.00804,0.847,189893,-5.444
0.531,0.253,154.885,0.0288,0.0677,0.48,242867,-11.168
0.332,0.1,135.428,0.0285,0.173,0.48,188067,-12.16
0.738,0.0651,81.962,0.0427,0.271,0.578,254493,-4.109
0.835,0.0547,126.342,0.0378,0.305,0.686,239400,-5.228
0.754,0.0575,100.002,0.207,0.00833,0.844,187840,-5.46
0.897,0.0549,134.759,0.0601,0.000462,0.467,291600,-3.495
0.914,0.0251,99.107,0.0716,0.000642,0.65,218973,-4.672
0.708,0.174,79.985,0.0663,0.00603,0.649,249227,-5.599
0.846,0.0777,93.848,0.0531,0.00258,0.511,285587,-6.677
0.871,0.0934,101.03,0.142,0.29,0.843,227933,-5.796
0.777,0.11,123.994,0.0844,0.0681,0.788,276987,-6.213
0.803,0.0891,117.391,0.0337,0.013,0.725,231933,-4.083
0.709,0.335,97.006,0.128,0.024,0.815,227463,-3.812
0.884,0.303,99.036,0.245,0.514,0.847,254307,-3.326
0.572,0.115,145.184,0.0311,0.163,0.414,228280,-3.918
0.889,0.339,99.931,0.322,0.107,0.64,298853,-3.073
0.894,0.169,94.383,0.429,0.176,0.584,217840,-1.605
0.747,0.0831,107.206,0.0445,0.0276,0.779,226027,-6.494
0.697,0.347,126.266,0.0336,0.0088,0.388,238240,-5.827
0.482,0.234,168.134,0.186,0.221,0.729,289320,-11.034
0.9,0.358,149.937,0.0482,6.79e-05,0.487,204000,-4.417
0.763,0.0587,95.005,0.111,0.061,0.867,216000,-4.38
0.812,0.299,95.014,0.254,0.218,0.646,287000,-3.932
0.667,0.0856,180.627,0.406,0.0306,0.722,232533,-5.737
0.811,0.0703,114.961,0.0646,0.0439,0.853,283627,-4.926
0.556,0.173,81.008,0.0263,0.288,0.504,251200,-6.19
0.451,0.112,138.916,0.0457,0.792,0.487,277316,-7.702
0.744,0.0683,159.568,0.0317,0.000522,0.388,251267,-5.408
0.776,0.3,77.987,0.0459,0.0572,0.585,244507,-5.898
0.887,0.0698,110.964,0.0381,0.127,0.646,323467,-4.452
0.922,0.0696,79.342,0.0566,0.000918,0.364,235053,-4.217
0.673,0.212,135.257,0.0486,0.191,0.748,247600,-8.45
0.764,0.0846,98.008,0.153,0.107,0.878,279680,-4.237
0.847,0.0894,86.062,0.258,0.212,0.854,255227,-3.03
0.576,0.04,79.042,0.184,0.0103,0.669,265707,-6.475
0.817,0.105,177.342,0.0406,0.317,0.402,227920,-3.756
0.679,0.187,185.421,0.0319,0.261,0.395,238520,-4.254
0.513,0.104,101.974,0.0332,0.199,0.532,304253,-7.693
0.764,0.057,128.068,0.0357,0.0108,0.491,273520,-4.471
0.734,0.037,195.839,0.305,0.143,0.628,253267,-4.123
0.777,0.102,133.566,0.0597,0.0993,0.839,161200,-5.424
0.573,0.173,127.132,0.0547,0.26,0.622,259493,-6.934
0.743,0.106,148.012,0.219,0.0835,0.911,297933,-5.005
0.778,0.215,96.72,0.21,0.029,0.819,275267,-5.839
0.825,0.161,94.931,0.0379,0.323,0.56,237493,-3.862
0.826,0.101,94.36,0.0604,0.0783,0.728,239267,-3.763
0.942,0.152,137.972,0.0518,0.00107,0.565,235000,-6.821
0.471,0.0308,199.765,0.483,0.421,0.713,285587,-7.392
0.762,0.784,81.745,0.313,0.18,0.676,211493,-7.483
0.578,0.183,167.965,0.0273,0.292,0.404,192093,-9.142
0.613,0.0831,83.015,0.189,0.0899,0.662,231133,-7.553
0.774,0.198,112.863,0.0483,0.0627,0.741,276693,-6.036
0.657,0.171,97.691,0.0397,0.686,0.754,283400,-10.8
0.82,0.212,98.051,0.18,0.162,0.726,211133,-3.472
0.813,0.0759,102.026,0.0276,5.79e-05,0.671,237467,-3.568
0.792,0.217,100.565,0.0385,0.000868,0.533,178747,-5.35
0.864,0.212,127.079,0.0347,0.00504,0.681,182453,-7.839
0.833,0.129,119.78,0.0291,0.0758,0.586,240987,-5.952
0.739,0.13,131.918,0.0308,0.0383,0.668,231467,-4.919
0.76,0.102,177.82,0.127,0.252,0.782,270867,-5.705
0.556,0.0553,113.998,0.171,0.0434,0.977,260333,-4.085
0.869,0.301,97.025,0.181,0.377,0.781,264653,-6.078
0.508,0.062,89.473,0.029,0.263,0.717,262560,-6.392
0.711,0.0882,100.006,0.0744,0.00674,0.697,264227,-5.361
0.669,0.153,169.788,0.0323,0.142,0.547,247200,-6.922
0.491,0.0438,97.294,0.183,0.139,0.835,254533,-5.683
0.888,0.286,135.253,0.038,0.00407,0.491,220027,-4.412
0.85,0.0711,162.166,0.0549,0.0358,0.634,165853,-5.31
0.711,0.12,119.973,0.0434,0.0557,0.715,291867,-5.656
0.72,0.0622,107.086,0.159,0.222,0.969,228653,-4.904
0.583,0.105,97.492,0.0259,0.5,0.444,231867,-8.121
0.976,0.0985,123.035,0.117,0.016,0.452,216973,-4.349
0.468,0.0858,140.058,0.0254,0.161,0.56,242927,-7.81
0.404,0.306,138.425,0.0293,0.184,0.312,239827,-10.014
0.59,0.0737,78.013,0.0285,0.367,0.613,246160,-5.167
0.675,0.144,143.921,0.0776,0.26,0.586,199587,-7.819
0.679,0.118,111.937,0.046,0.503,0.414,195533,-5.522
0.967,0.336,142.018,0.0995,0.00791,0.533,186813,-2.543
0.677,0.236,132.346,0.187,0.00541,0.538,214200,-6.099
0.764,0.0774,90.027,0.104,0.0804,0.548,159787,-6.586
0.778,0.049,124.999,0.0436,0.024,0.603,237933,-6.037
0.77,0.103,191.692,0.318,0.122,0.592,264760,-3.402
0.773,0.123,86.407,0.0358,0.155,0.603,202813,-6.324
0.853,0.105,96.034,0.0378,0.00888,0.424,265067,-4.291
0.706,0.074,167.468,0.363,0.484,0.552,177373,-8.117
0.883,0.116,101.989,0.06,0.00336,0.648,230200,-5.745
0.621,0.116,94.037,0.132,0.0578,0.858,200067,-4.711
0.544,0.0339,136.09,0.0336,0.393,0.585,258573,-10.878
0.728,0.11,89.209,0.0831,0.358,0.477,227387,-5.71
0.61,0.343,177.943,0.227,0.0349,0.674,335613,-3.546
0.65,0.308,112.249,0.0858,0.00348,0.929,290227,-2.882
0.645,0.306,126.967,0.0455,0.118,0.763,222800,-10.608
0.686,0.087,77.933,0.0373,0.044,0.637,297533,-2.155
0.861,0.247,105.993,0.0433,0.0196,0.663,237773,-4.021
0.7,0.0574,102.069,0.117,0.0293,0.853,222333,-2.05
0.714,0.146,112.028,0.0265,0.0361,0.547,207800,-5
0.464,0.107,98.354,0.0272,0.55,0.559,194307,-9.687
0.94,0.142,157.477,0.0563,0.00916,0.431,304000,-4.462
0.74,0.0425,67.017,0.357,0.427,0.32,254480,-7.625
0.771,0.109,83.064,0.21,0.0287,0.75,204707,-5.623
0.497,0.0642,96.001,0.0379,0.131,0.767,259947,-5.377
0.776,0.0698,148.11,0.0322,0.00171,0.449,269307,-5.594
0.72,0.122,96.103,0.0286,0.00466,0.499,217680,-9.101
0.669,0.22,99.272,0.169,0.0994,0.707,226147,-6.513
0.684,0.0851,115.141,0.0346,0.0188,0.783,242253,-4.076
0.305,0.137,127.318,0.028,0.492,0.53,248040,-8.568
0.707,0.108,93.955,0.0598,0.0219,0.835,267093,-5.074
0.439,0.0693,131.811,0.0621,0.0414,0.833,322267,-4.638
0.582,0.131,140.028,0.0451,0.0453,0.645,254840,-5.325
0.471,0.0308,199.765,0.483,0.421,0.713,285587,-7.392
0.713,0.0973,120.899,0.029,0.411,0.594,217453,-4.979
0.717,0.0458,168.999,0.0303,0.201,0.497,196952,-4.224
0.519,0.622,115.634,0.449,0.322,0.5,126804,-12.489
0.855,0.238,119.881,0.0497,0.00607,0.656,289373,-5.178
0.795,0.101,172.011,0.0321,0.00128,0.432,224173,-4.023
0.674,0.317,75.42,0.246,0.187,0.404,276360,-6.925
0.703,0.0554,94.999,0.176,0.0793,0.905,253627,-2.345
0.61,0.0415,126.59,0.22,0.109,0.683,204080,-5.25
0.568,0.0304,100.005,0.0459,0.0478,0.793,269400,-4.958
0.74,0.107,102.124,0.0318,0.000502,0.351,238333,-3.432
0.647,0.124,142.268,0.0383,0.239,0.793,273693,-3.924
0.635,0.193,95.028,0.12,0.00203,0.775,272507,-6.314
0.878,0.0819,98.285,0.0954,0.00167,0.484,211427,-3.82
0.61,0.102,125.189,0.0434,0.317,0.709,242067,-7.206
0.597,0.104,165.508,0.0415,0.686,0.616,224067,-5.328
0.808,0.147,128.025,0.0388,0.00304,0.598,232240,-5.209
0.895,0.0626,164.363,0.147,0.205,0.496,177000,-4.027
0.74,0.174,123.872,0.0326,0.385,0.855,270893,-5.663
0.678,0.153,160.023,0.258,0.00521,0.721,241373,-3.703
0.704,0.185,86.804,0.335,0.0622,0.417,230693,-6.046
0.788,0.0684,98.036,0.303,0.0895,0.586,238573,-4.707
0.659,0.159,183.918,0.0567,0.0775,0.462,260453,-6.479
0.958,0.0981,163.089,0.442,0.0603,0.318,206200,-2.683
0.38,0.144,105.736,0.0455,0.0526,0.727,287427,-7.88
0.855,0.0949,125.976,0.0295,0.0216,0.777,207720,-5.322
0.528,0.0912,146.169,0.0258,0.308,0.535,215533,-7.453
0.831,0.0907,111.061,0.0402,0.236,0.552,208880,-4.819
0.93,0.0721,93.55,0.0926,0.000345,0.587,174747,-4.55
0.741,0.0777,89.398,0.154,0.379,0.775,231040,-2.809
0.722,0.15,87.062,0.0384,0.352,0.618,199813,-4.22
0.813,0.316,99.004,0.416,0.026,0.574,230533,-6.192
0.656,0.116,95.291,0.413,0.0979,0.728,261400,-5.493
0.342,0.889,106.76,0.0481,0.881,0.371,265760,-10.916
0.811,0.0282,93.963,0.0907,0.0866,0.748,253600,-5.213
0.818,0.292,125.753,0.0354,0.0249,0.673,235707,-6.182
0.51,0.114,160.116,0.239,0.426,0.707,237867,-8.967
0.514,0.194,185.882,0.0271,0.178,0.316,243947,-7.048
0.757,0.234,168.004,0.0926,0.00981,0.489,267160,-4.062
0.806,0.52,100.115,0.0293,0.00187,0.506,272467,-4.775
0.86,0.39,97.867,0.0621,0.00834,0.563,256240,-7.533
0.621,0.0382,169.983,0.263,0.104,0.652,249960,-8.677
0.563,0.115,126.007,0.0339,0.0263,0.766,230640,-7.516
0.311,0.0841,129.322,0.0283,0.901,0.427,232307,-6.218
0.663,0.0606,99.712,0.0676,0.0935,0.854,223800,-5.198
0.441,0.122,122.077,0.0277,0.586,0.724,227277,-7.341
0.855,0.199,123.943,0.0377,0.0722,0.661,253587,-8.403
0.676,0.0515,114.899,0.057,0.153,0.547,275933,-6.12
0.593,0.0664,70.691,0.0305,0.0502,0.301,245053,-7.609
0.905,0.0357,170.146,0.0685,0.282,0.626,147400,-8.079
0.71,0.309,186.292,0.361,0.246,0.531,237200,-1.608
0.681,0.393,171.981,0.0371,0.173,0.488,232267,-6.025
0.641,0.108,77.281,0.0504,0.136,0.346,264240,-5.627
0.701,0.186,96.682,0.213,0.209,0.834,245373,-6.132
0.64,0.0326,132.002,0.0479,0.203,0.702,251067,-3.24
0.934,0.132,127.288,0.12,0.000278,0.419,210240,-3.908
0.458,0.0577,79.008,0.0303,0.168,0.628,228533,-6.82
0.868,0.113,146.304,0.0479,9.28e-05,0.315,294600,-6.02
0.786,0.107,95.989,0.383,0.0126,0.751,200840,-7.441
0.528,0.112,77,0.124,0.152,0.737,227416,-7.801
0.846,0.0496,97.87,0.0457,0.176,0.599,215933,-5.991
0.529,0.0685,92.9,0.0528,0.183,0.925,268920,-3.561
0.964,0.321,105.515,0.118,0.128,0.809,264640,-6.178
0.85,0.0277,184.587,0.394,0.0943,0.814,295360,-6.112
0.619,0.108,145.384,0.0297,0.263,0.498,229599,-5.939
0.675,0.0689,99.022,0.17,0.137,0.836,236787,-5.281
0.471,0.0567,107.464,0.0267,0.0589,0.529,220773,-7.586
0.5,0.0733,124.037,0.03,0.0227,0.816,247840,-4.551
0.852,0.0812,97.963,0.143,0.584,0.659,326240,-6.842
0.896,0.0564,93.928,0.208,0.268,0.883,259547,-3.695
0.432,0.0508,125.852,0.06,0.428,0.835,299067,-9.311
0.602,0.0986,96.17,0.0311,0.479,0.652,236373,-5.969
0.875,0.27,187.466,0.253,0.0722,0.594,206760,-3.972
0.823,0.0966,166.019,0.0512,0.216,0.622,235213,-7.545
0.414,0.171,138.138,0.0285,0.664,0.463,238960,-7.253
0.869,0.0982,93.612,0.238,0.0118,0.699,228627,-4.263
0.513,0.114,89,0.0888,0.118,0.708,248773,-7.748
0.442,0.0955,109.024,0.192,0.328,0.842,205915,-12.68
0.5,0.137,70.984,0.031,0.452,0.565,210933,-8.822
0.897,0.131,129.979,0.113,0.00142,0.615,251187,-6.744
0.832,0.202,107.661,0.0406,0.236,0.793,196160,-4.862
0.387,0.0764,115.362,0.0316,0.549,0.623,305093,-9.537
0.632,0.112,92.917,0.3,0.545,0.59,260467,-6.135
0.632,0.143,131.941,0.0793,0.165,0.753,257147,-6.962
0.649,0.114,89.999,0.0656,0.0603,0.724,279427,-2.669
0.647,0.113,123.889,0.0344,0.115,0.618,271733,-7.308
0.79,0.119,141.505,0.0434,0.0982,0.614,202773,-7.79
0.661,0.0888,93.005,0.304,0.178,0.792,212293,-8.211
0.809,0.0613,83.011,0.251,0.443,0.82,231240,-6.759
0.432,0.109,131.973,0.375,0.511,0.768,268133,-9.155
0.383,0.212,80.031,0.0268,0.0126,0.265,257019,-13.402
