"energy","liveness","tempo","speechiness","acousticness","danceability","duration_ms","loudness"
0.638,0.157,113.969,0.0643,0.015,0.867,255693,-6.657
0.927,0.529,152.011,0.0619,0.0313,0.561,186827,-4.374
0.663,0.142,148.102,0.0306,0.456,0.529,298400,-7.138
0.4,0.259,83.112,0.0306,0.145,0.291,215920,-10.615
0.596,0.508,104.596,0.469,0.0355,0.598,223173,-6.292
0.936,0.0873,151.988,0.0413,0.0418,0.475,209587,-2.545
0.82,0.143,104.022,0.0575,0.0888,0.697,180813,-5.108
0.106,0.121,87.746,0.0323,0.965,0.274,174760,-16.331
0.714,0.146,149.998,0.0407,0.289,0.565,284453,-5.203
0.735,0.111,104.038,0.056,0.0466,0.659,213667,-4.758
0.871,0.415,164.986,0.101,0.015,0.483,214080,-3.084
0.738,0.0514,125.989,0.119,0.00268,0.879,194547,-2.892
0.693,0.424,134.026,0.0727,0.0139,0.649,310720,-9.066
0.79,0.0863,158.061,0.039,0.0216,0.47,276880,-5.352
0.765,0.275,173.945,0.0877,0.0806,0.506,211533,-4.772
0.731,0.0623,104.008,0.0375,0.00294,0.665,231867,-6.531
0.637,0.13,159.701,0.0992,0.562,0.592,185093,-8.48
0.596,0.164,101.985,0.219,0.103,0.795,326280,-3.799
0.758,0.204,135.958,0.158,0.0338,0.668,229507,-3.589
0.512,0.16,86.35,0.188,0.0378,0.793,174133,-7.871
0.81,0.11,94.995,0.0378,0.0923,0.674,196867,-5.117
0.773,0.344,151.961,0.0389,0.035,0.469,252867,-5.952
0.604,0.0712,127.999,0.0583,0.00104,0.789,280040,-6.093
0.678,0.213,87.851,0.3,0.151,0.634,218747,-4.128
0.776,0.0883,139.926,0.106,0.0127,0.705,248540,-3.416
0.794,0.416,137.825,0.0483,0.0111,0.452,196664,-5.151
0.619,0.11,130.432,0.0496,0.0175,0.581,269533,-3.723
0.822,0.234,128.002,0.0557,0.00413,0.663,290760,-2.909
0.857,0.121,140.016,0.336,0.0452,0.756,212640,-4.185
0.472,0.102,154.109,0.0396,0.00622,0.589,217187,-6.678
0.829,0.406,169.745,0.0432,0.169,0.535,196449,-4.987
0.633,0.108,124.93,0.0327,0.014,0.675,255280,-6.428
0.362,0.0961,120.002,0.0352,0.0152,0.78,256000,-16.005
0.355,0.13,137.232,0.033,0.439,0.576,198733,-8.388
0.698,0.309,143.994,0.0431,0.049,0.726,233478,-4.165
0.93,0.406,96.993,0.0372,0.00265,0.508,222013,-4.518
0.809,0.139,111.989,0.0616,0.278,0.768,177773,-4.204
0.597,0.325,90.003,0.0332,0.498,0.495,241213,-5.771
0.805,0.0991,160.094,0.0521,0.0739,0.576,227693,-6.266
0.831,0.281,133.038,0.0654,0.00628,0.548,285262,-3.737
0.856,0.149,106.009,0.0731,0.02,0.761,185200,-3.65
0.638,0.157,113.969,0.0643,0.015,0.867,255693,-6.657
0.651,0.218,119.991,0.0271,0.00344,0.658,225307,-5.482
0.726,0.108,136.802,0.035,0.255,0.576,215720,-4.625
0.64,0.0554,130.309,0.0264,0.263,0.573,255120,-7.143
0.694,0.082,145.434,0.0735,0.118,0.388,278373,-5.769
0.495,0.0999,133.959,0.0451,0.0316,0.783,161200,-8.761
0.805,0.376,147.917,0.0284,0.0736,0.556,202320,-3.452
0.649,0.119,141.963,0.0348,0.0978,0.51,234840,-6.215
0.929,0.0567,127.934,0.109,0.197,0.573,212560,-3.942
0.617,0.143,130.032,0.0535,0.0453,0.782,284413,-7.385
0.811,0.105,168.269,0.286,0.186,0.517,250320,-4.526
0.489,0.111,96.99,0.263,0.0215,0.825,199973,-9.32
0.752,0.301,131.221,0.0323,0.0165,0.488,276720,-5.131
0.636,0.159,129.053,0.0493,0.124,0.611,212213,-9.62
0.703,0.109,95.957,0.285,0.0173,0.854,237187,-7.127
0.885,0.147,105.011,0.0344,0.0168,0.657,237987,-4.695
0.77,0.0846,99.882,0.354,0.078,0.54,187847,-7.748
0.854,0.0672,119.991,0.0609,0.0223,0.555,297947,-4.468
0.786,0.145,103.172,0.0338,0.0234,0.455,267693,-5.16
0.56,0.0939,134.953,0.0548,0.00884,0.597,262307,-7.594
0.797,0.0772,127.054,0.0325,0.0107,0.526,223707,-4.583
0.934,0.324,89.992,0.0589,0.0186,0.63,182960,-2.559
0.799,0.0836,93.015,0.0329,0.0463,0.712,219480,-3.44
0.938,0.0911,132.077,0.288,0.00432,0.727,219493,-2.872
0.417,0.106,180.301,0.0718,0.127,0.502,281040,-7.665
0.946,0.0897,124.021,0.0678,0.0259,0.691,251507,-3.221
0.564,0.251,135.92,0.412,0.159,0.777,300160,-9.984
0.629,0.0944,103.998,0.0299,0.00141,0.673,247907,-7.072
0.623,0.109,149.974,0.0314,0.0496,0.595,227747,-5.975
0.781,0.102,126.025,0.0963,0.00657,0.558,214333,-5.448
0.792,0.159,121.001,0.0335,0.0215,0.592,209227,-5.884
0.706,0.105,92.494,0.0609,0.135,0.482,224920,-5.762
0.685,0.08,97.524,0.0752,0.0415,0.941,207040,-5.24
0.684,0.136,91.954,0.0513,0.00146,0.541,225200,-5.957
0.83,0.065,127.965,0.0635,0.00137,0.596,227987,-4.722
0.696,0.107,97.004,0.0247,0.0459,0.739,223573,-5.149
0.786,0.135,183.272,0.0535,0.221,0.51,193187,-4.342
0.462,0.129,86.999,0.0309,0.565,0.65,206893,-9.375
0.52,0.421,96.986,0.036,0.0327,0.712,190533,-6.549
0.56,0.196,115.01,0.0375,0.607,0.598,279000,-11.679
0.576,0.187,179.063,0.175,0.0543,0.625,193147,-5.693
0.873,0.123,84.803,0.0565,0.0653,0.421,202533,-4.343
0.691,0.0894,155.936,0.0454,0.404,0.635,192240,-5.185
0.579,0.368,111.426,0.0387,0.0113,0.409,323747,-5.156
0.498,0.117,175.918,0.126,0.532,0.328,240173,-10.898
0.222,0.205,110.095,0.0329,0.788,0.707,219640,-11.716
0.416,0.111,131.952,0.0894,0.0324,0.771,246573,-8.188
0.78,0.138,137.936,0.0323,0.522,0.503,206520,-5.148
0.775,0.212,127.943,0.269,0.217,0.726,289600,-4.174
0.464,0.081,147.992,0.24,0.00497,0.716,248467,-6.003
0.923,0.0989,76.635,0.0716,0.00769,0.381,248605,-2.205
0.933,0.295,127.011,0.0917,0.00717,0.744,206093,-4.985
0.907,0.0988,95,0.0867,0.17,0.764,205349,-3.969
0.83,0.195,126.813,0.0355,0.0539,0.647,183560,-3.426
0.289,0.18,84.996,0.0367,0.669,0.642,258373,-9.918
0.7,0.215,128.001,0.046,0.00498,0.711,211920,-4.805
0.798,0.122,206.099,0.0587,0.45,0.516,286322,-4.002
0.558,0.0879,81.271,0.038,0.163,0.4,324267,-7.393
0.822,0.315,126.035,0.0439,0.00616,0.693,223800,-5.441
0.722,0.242,107.001,0.0341,0.0471,0.533,226080,-6.817
0.532,0.24,78.748,0.0271,0.199,0.467,237613,-8.277
0.847,0.0763,104.944,0.0396,0.0458,0.677,185093,-3.608
0.874,0.092,160.015,0.0608,0.0925,0.427,322293,-6.096
0.683,0.722,124.896,0.0368,0.237,0.665,254093,-5.502
0.945,0.0575,148.012,0.0354,0.0189,0.464,208960,-3.342
0.555,0.227,109.204,0.295,0.0601,0.71,293613,-5.942
0.64,0.13,127.947,0.142,0.0851,0.836,222973,-5.628
0.755,0.315,101.006,0.0368,0.0338,0.566,264493,-5.526
0.805,0.13,126.065,0.0307,0.0223,0.745,218147,-5.549
0.674,0.28,130.972,0.333,0.00101,0.88,280053,-7.857
0.742,0.101,105.017,0.0352,0.0468,0.575,234027,-5.289
0.35,0.0927,129.842,0.0537,0.41,0.716,200747,-11.094
0.688,0.0661,171.914,0.113,0.00649,0.547,192987,-5.094
0.837,0.0969,126.015,0.0543,0.0629,0.658,200187,-2.063
0.725,0.198,113.392,0.205,0.349,0.628,276160,-5.922
0.818,0.105,139.933,0.0541,0.0243,0.474,185613,-7.513
0.877,0.356,139.817,0.107,0.0748,0.557,229467,-3.321
0.691,0.144,127.967,0.051,0.0548,0.602,222307,-5.197
0.919,0.282,113.987,0.044,0.000145,0.597,255587,-2.954
0.937,0.316,115.013,0.0365,0.0064,0.571,203133,-3.467
0.889,0.31,87.858,0.0497,0.0389,0.464,232720,-5.042
0.72,0.33,101.986,0.0237,0.0253,0.66,190667,-5.095
0.586,0.156,140.067,0.0512,0.0581,0.748,306600,-2.554
0.581,0.18,130.962,0.213,0.0432,0.582,249253,-9.36
0.865,0.252,119.913,0.0407,0.0343,0.576,194173,-3.288
0.78,0.173,110.005,0.0623,0.0322,0.616,377467,-6.062
0.872,0.344,127.952,0.0935,0.0101,0.622,220933,-4.734
0.92,0.349,154.917,0.0617,0.00563,0.47,177280,-3.855
0.888,0.293,126.09,0.134,0.0262,0.56,206987,-4.207
0.912,0.599,137.975,0.13,0.0637,0.742,304880,-1.188
0.633,0.113,155.715,0.0433,0.271,0.421,263253,-6.837
0.933,0.297,103.992,0.0448,0.0199,0.754,225000,-5.786
0.843,0.0283,136.991,0.0429,0.0909,0.531,240133,-2.569
0.853,0.191,163.934,0.0417,0.055,0.464,187613,-3.767
0.911,0.275,145.057,0.0631,0.0205,0.541,197600,-3.6
0.803,0.129,126.057,0.0986,0.069,0.599,245041,-3.641
0.935,0.142,140.043,0.0478,0.000284,0.591,247947,-2.664
0.858,0.0315,124.991,0.0689,0.0465,0.735,205640,-3.609
0.744,0.331,110,0.042,0.0222,0.738,231467,-4.757
0.683,0.392,159.814,0.0367,0.0749,0.514,220947,-5.099
0.722,0.189,103.017,0.0332,0.0119,0.638,224293,-6.177
0.746,0.178,94.033,0.0762,0.00135,0.734,197627,-5.088
0.805,0.36,109.97,0.0318,0.348,0.692,200707,-2.954
0.406,0.086,141.02,0.197,0.0157,0.751,248600,-7.82
0.545,0.153,140.086,0.362,0.0855,0.737,332453,-8.536
0.691,0.144,123.046,0.048,0.234,0.647,206027,-3.116
0.935,0.412,127.952,0.0435,0.0553,0.67,209539,-2.038
0.303,0.115,136.703,0.0398,0.694,0.585,240166,-10.058
0.671,0.417,130.927,0.178,0.0217,0.641,239187,-5.95
0.891,0.561,97.939,0.0949,0.0562,0.694,214573,-2.94
0.819,0.196,96.02,0.0269,0.413,0.721,212320,-5.715
0.791,0.0826,149.873,0.324,0.214,0.514,289947,-4.603
0.868,0.19,118.015,0.0377,0.0137,0.671,230608,-3.7
0.922,0.0709,97.948,0.0348,0.0914,0.599,208400,-3.335
0.852,0.242,128,0.082,0.0023,0.714,242680,-6.288
0.554,0.106,73.908,0.0277,0.246,0.38,227720,-5.776
0.605,0.189,155.586,0.0338,0.0274,0.392,193147,-6.204
0.638,0.0849,184.086,0.075,0.02,0.378,250627,-5.576
0.771,0.087,125.011,0.0725,0.00761,0.729,198053,-2.451
0.725,0.0712,153.873,0.0596,0.0262,0.656,252827,-4.067
0.854,0.2,149.872,0.166,0.0683,0.607,235159,-4.867
0.676,0.113,167.498,0.051,0.273,0.299,221373,-3.187
0.704,0.0744,176.043,0.0353,0.1,0.466,248427,-7.169
0.752,0.0632,107.989,0.0263,0.0151,0.658,186627,-4.254
0.747,0.0625,170.107,0.0519,0.0116,0.416,289560,-7.753
0.86,0.292,118.969,0.05,0.0991,0.559,224507,-4.04
0.844,0.105,126.937,0.067,0.0577,0.698,198467,-4.549
0.972,0.0707,110.006,0.0534,0.0143,0.585,230253,-4.45
0.905,0.22,128.023,0.0612,0.00659,0.671,226107,-2.59
0.849,0.31,116.992,0.0357,0.0246,0.554,182893,-5.181
0.498,0.13,119.988,0.17,0.0974,0.793,190653,-11.208
0.849,0.0864,122.033,0.0317,0.000983,0.759,196627,-3.198
0.717,0.247,125.041,0.0761,0.117,0.757,210813,-2.36
0.826,0.0836,111.986,0.0433,0.0869,0.655,200373,-4.828
0.862,0.179,127.992,0.0973,0.00117,0.616,234693,-5.18
0.889,0.227,127.019,0.0504,0.101,0.624,233688,-3.772
0.675,0.262,139.977,0.0655,0.118,0.818,220714,-4.176
0.936,0.161,112.96,0.0439,0.00847,0.56,218013,-5.835
0.722,0.207,125.091,0.0522,0.0213,0.677,216120,-7.088
0.725,0.507,128.002,0.0899,0.247,0.643,198800,-6.167
0.939,0.112,116.044,0.0475,0.046,0.562,221947,-4.282
0.669,0.0953,143.829,0.03,0.081,0.515,215147,-5.318
0.846,0.289,127.011,0.174,0.00676,0.691,228200,-4.322
0.665,0.0636,129.989,0.0711,0.149,0.831,238760,-3.627
0.926,0.187,99.018,0.126,0.0775,0.592,228533,-3.469
0.747,0.11,118.97,0.0292,0.0807,0.523,232903,-6.125
0.843,0.317,141.98,0.0722,0.00176,0.706,264760,-2.436
0.915,0.324,127.086,0.043,0.00191,0.731,205680,-4.453
0.789,0.0943,150.027,0.209,0.0199,0.821,268493,-5.998
0.872,0.173,143.971,0.0449,0.178,0.558,213547,-4.401
0.553,0.135,96.974,0.0694,0.0386,0.719,172307,-6.043
0.721,0.0525,126.988,0.0282,0.00224,0.711,197187,-3.79
0.924,0.204,127.937,0.031,0.000972,0.707,206413,-2.842
0.765,0.0527,120.001,0.0585,0.00765,0.765,227147,-2.732
0.547,0.242,160.54,0.266,0.211,0.421,208813,-8.974
0.856,0.0981,127.988,0.067,0.0159,0.792,237267,-5.236
0.809,0.185,104.023,0.0255,0.1,0.692,263387,-5.935
0.527,0.0969,104.032,0.0277,0.000159,0.667,220520,-4.6
0.671,0.341,94.488,0.0511,0.184,0.645,329187,-7.659
0.838,0.0912,144.051,0.0286,0.0278,0.567,206640,-4.582
0.632,0.118,140.013,0.19,0.132,0.586,206627,-8.844
0.972,0.317,110.026,0.196,0.0145,0.716,215253,-2.302
0.729,0.0658,105.013,0.0393,0.0182,0.507,243960,-5.399
0.431,0.112,201.843,0.346,0.000146,0.774,181400,-8.407
0.918,0.0744,130.028,0.0355,0.000417,0.678,216160,-4.63
0.476,0.17,97.011,0.14,0.529,0.885,231120,-8.958
0.846,0.141,161.931,0.31,0.0267,0.562,265333,-4.833
0.727,0.272,130.015,0.16,0.0246,0.752,263360,-4.161
0.522,0.0892,121.927,0.235,0.0379,0.7,277387,-10.418
0.717,0.054,75.003,0.0478,0.0209,0.423,286520,-6.663
0.632,0.198,132.89,0.297,0.0114,0.451,232160,-7.98
0.478,0.156,135.877,0.0782,0.547,0.647,232907,-8.837
0.839,0.19,128.91,0.0655,0.0286,0.617,205560,-2.849
0.739,0.102,81.519,0.0323,0.0644,0.48,218267,-3.26
0.811,0.368,80.005,0.0577,0.357,0.702,78200,-6.419
0.753,0.0438,96.05,0.164,0.0937,0.905,213107,-3.613
0.74,0.124,127.98,0.0407,0.0225,0.755,215760,-4.951
0.841,0.156,129.925,0.102,0.000238,0.594,227973,-5.792
0.683,0.125,108.003,0.0253,0.00382,0.61,241693,-3.879
0.794,0.63,176.01,0.035,0.0697,0.554,213827,-5.417
0.9,0.219,85.51,0.14,0.0403,0.66,213253,-5.02
0.531,0.312,146.018,0.0287,0.376,0.564,226227,-5.809
0.875,0.166,129.986,0.322,0.115,0.698,199480,-4.164
0.753,0.0905,120.041,0.0451,0.637,0.618,221427,-5.05
0.631,0.323,95.075,0.241,0.0196,0.841,213467,-8.755
0.89,0.306,128.011,0.0688,0.0588,0.706,248133,-4.444
0.851,0.172,101.996,0.0362,0.0212,0.633,257093,-6.372
0.786,0.553,127.954,0.0561,0.0666,0.703,199689,-2.243
0.556,0.0864,138.523,0.0292,0.178,0.46,201947,-5.974
0.507,0.107,158.119,0.0279,0.535,0.566,253373,-6.973
0.725,0.326,93.975,0.0231,0.0365,0.643,211067,-5.632
0.748,0.325,128.03,0.0546,0.0106,0.714,201160,-4.471
0.655,0.115,95.078,0.137,0.0525,0.715,207333,-6.425
0.585,0.0833,139.627,0.0268,0.0522,0.449,278719,-6.762
0.838,0.148,130.034,0.0513,0.134,0.716,222213,-4.289
0.663,0.291,140.253,0.0274,0.221,0.572,232973,-5.418
0.517,0.102,129.063,0.0384,0.565,0.857,244973,-6.972
0.794,0.111,120.024,0.0375,0.0344,0.684,211800,-6.08
0.738,0.0927,107.938,0.0506,0.0178,0.672,277040,-7.045
0.6,0.108,120.05,0.0416,0.0162,0.782,193400,-6.532
0.476,0.0816,169.784,0.0298,0.268,0.421,228840,-7.692
0.711,0.114,126.01,0.0417,0.00995,0.565,256613,-4.179
0.327,0.177,98.964,0.37,0.0582,0.931,208840,-11.012
0.683,0.319,83.995,0.0513,0.0285,0.695,209600,-4.066
0.584,0.0862,160.048,0.0305,0.245,0.592,209787,-7.422
0.3,0.0732,144.163,0.0277,0.893,0.476,240067,-10.737
0.944,0.119,139.997,0.0837,0.00336,0.523,243354,-3.581
0.554,0.0417,126.985,0.0363,0.00801,0.75,231840,-4.537
0.855,0.335,120.045,0.0499,0.0124,0.669,227280,-3.035
0.79,0.0441,94.982,0.125,0.00863,0.803,167813,-4.353
0.761,0.109,108.999,0.0267,0.221,0.646,210973,-3.991
0.22,0.335,139.115,0.412,0.167,0.834,158826,-16.99
0.824,0.0816,149.981,0.0463,0.359,0.574,257848,-6.885
0.407,0.11,139.028,0.0267,0.309,0.421,285120,-7.445
0.62,0.521,132.035,0.0658,0.139,0.768,225960,-7.399
0.846,0.34,177.353,0.0477,0.0598,0.457,216867,-8.547
0.649,0.101,75.022,0.136,0.856,0.326,228093,-7.112
0.837,0.247,90.015,0.0303,0.012,0.62,201840,-4.239
0.894,0.181,142.051,0.0544,0.255,0.63,218520,-4.592
0.786,0.202,119.982,0.0465,0.0343,0.625,190000,-3.814
0.756,0.0527,104.945,0.0294,0.131,0.729,228293,-5.119
0.33,0.0975,135.109,0.0285,0.892,0.559,285040,-8.251
0.748,0.604,94.1,0.0887,0.0849,0.652,267413,-5.242
0.839,0.312,126.022,0.0348,0.0418,0.621,338867,-6.522
0.826,0.0962,73.252,0.353,0.129,0.562,311640,-7.598
0.637,0.347,119.951,0.0347,0.25,0.717,246000,-3.401
0.792,0.2,133.962,0.0353,0.000802,0.687,227333,-4.023
0.56,0.0884,159.819,0.0289,0.543,0.613,237613,-7.246
0.69,0.0842,118.038,0.0378,0.463,0.61,238413,-7.157
0.716,0.118,127.044,0.043,0.512,0.706,200013,-5.362
0.872,0.0997,166.3,0.068,0.00417,0.356,193653,-7.837
0.925,0.114,185.305,0.117,0.00296,0.315,210640,-4.507
0.711,0.236,79.949,0.275,0.0283,0.822,220347,-6.741
0.808,0.105,107.505,0.0383,0.0126,0.519,277720,-4.097
0.839,0.054,122.955,0.139,0.00718,0.666,210200,-4.629
0.697,0.0761,117.008,0.0569,0.0715,0.859,188453,-3.79
0.427,0.316,93.004,0.106,0.0531,0.831,234773,-6.903
0.598,0.0881,70.189,0.115,0.611,0.512,213253,-4.959
0.557,0.192,164.189,0.0822,0.244,0.567,223387,-6.51
0.492,0.111,132.04,0.0285,0.409,0.561,229320,-7.25
0.728,0.228,111.934,0.0278,0.0275,0.616,219973,-4.02
0.708,0.361,95.031,0.0266,0.316,0.708,164520,-5.12
0.795,0.267,89.99,0.0976,0.0319,0.646,210960,-3.293
0.269,0.0858,133.502,0.0353,0.832,0.302,270347,-9.47
0.505,0.157,131.891,0.159,0.00351,0.686,219893,-10.145
0.639,0.0998,142.881,0.0307,0.446,0.593,218840,-5.826
0.544,0.632,119.49,0.0442,0.201,0.832,275533,-12.697
0.824,0.0888,118.814,0.0453,0.207,0.709,291293,-8.824
0.305,0.117,131.242,0.0339,0.484,0.502,291400,-16.011
0.784,0.354,101.002,0.0552,0.0308,0.742,188200,-5.458
0.684,0.112,142.621,0.0345,0.311,0.427,225560,-4.973
0.821,0.161,144.46,0.0334,0.000594,0.458,220693,-5.076
0.517,0.129,132.064,0.0263,0.269,0.53,231933,-5.252
0.807,0.0701,95.956,0.029,0.0284,0.676,232520,-5.131
0.715,0.181,96.018,0.0336,0.159,0.684,214107,-6.132
0.882,0.124,167.114,0.334,0.168,0.4,281533,-1.958
0.716,0.122,147.978,0.2,0.0662,0.68,226897,-4.744
0.695,0.145,141.014,0.165,0.00648,0.718,280667,-6.563
0.939,0.298,129.023,0.161,0.192,0.671,252307,-3.206
0.797,0.51,96.039,0.0347,0.00966,0.633,230253,-5.812
0.913,0.293,113.044,0.0318,0.00635,0.626,191307,-4.452
0.776,0.0986,81.101,0.0369,0.018,0.511,202467,-4.371
0.593,0.169,160.979,0.0506,0.0188,0.648,245480,-6.267
0.71,0.0956,127.975,0.0292,0.145,0.733,239600,-5.849
0.857,0.0385,131.959,0.0535,0.0191,0.668,215693,-2.944
0.571,0.0908,152.009,0.106,0.369,0.662,236733,-7.382
0.606,0.269,78.129,0.0337,0.397,0.597,222253,-2.759
0.787,0.219,167.349,0.151,0.308,0.665,212147,-5.73
0.866,0.585,127.01,0.185,0.282,0.727,200013,-4.288
0.9,0.0404,187.961,0.0489,0.000102,0.446,190787,-3.541
0.718,0.104,91.993,0.0605,0.0165,0.668,192200,-4.736
0.827,0.238,99.456,0.0943,0.000186,0.464,307360,-5.176
0.856,0.102,119.89,0.0385,0.0133,0.66,212920,-4.849
0.691,0.0578,73.469,0.23,0.0379,0.683,269267,-6.435
0.844,0.405,151.977,0.0314,0.00481,0.483,229533,-5.043
0.652,0.131,121.255,0.0309,0.131,0.497,218480,-4.634
0.714,0.0838,99.991,0.0273,0.281,0.657,197800,-6.965
0.833,0.118,157.012,0.039,0.00369,0.473,272213,-5.013
0.935,0.0424,80.977,0.0404,0.0655,0.702,198027,-2.745
0.82,0.335,124.965,0.0918,0.00331,0.751,226227,-4.23
0.716,0.0931,127.066,0.0558,0.0933,0.5,307347,-5.194
0.799,0.106,127.04,0.0531,0.0123,0.533,183867,-2.594
0.777,0.216,114.966,0.0306,0.066,0.599,260933,-2.945
0.795,0.291,133.046,0.0389,0.063,0.629,222867,-2.714
0.635,0.469,94.599,0.325,0.536,0.759,178213,-4.679
0.256,0.0718,166.571,0.117,0.688,0.407,347227,-17.424
0.502,0.287,130.674,0.0281,0.402,0.594,222773,-6.564
0.699,0.134,94.947,0.0686,0.0891,0.63,253307,-7.76
0.931,0.143,126.976,0.0469,0.0218,0.726,195105,-4.152
0.906,0.758,127.917,0.0647,0.00416,0.61,231573,-2.117
0.698,0.297,114.031,0.0331,0.473,0.734,167813,-5.833
0.908,0.289,79.987,0.0396,0.019,0.578,261747,-3.544
0.708,0.281,150.966,0.0315,6e-04,0.358,200707,-3.736
0.796,0.0978,81.571,0.0509,0.0249,0.296,215800,-5.574
0.671,0.119,90.135,0.27,0.343,0.651,303813,-8.183
0.726,0.106,127.908,0.0428,0.0989,0.589,182120,-8.665
0.785,0.0927,127.987,0.037,0.0301,0.657,273587,-8.428
0.734,0.258,106.254,0.029,0.00112,0.683,282400,-4.523
0.783,0.163,99.978,0.119,0.0764,0.686,200467,-4.977
0.637,0.0698,153.972,0.0513,0.000188,0.673,244387,-6.658
0.815,0.671,126.03,0.0415,0.00125,0.649,230747,-3.796
0.859,0.0917,169.942,0.0605,0.169,0.579,209427,-3.933
0.848,0.25,112.084,0.057,0.0521,0.573,219080,-2.742
0.806,0.0977,130.006,0.121,0.23,0.704,210293,-3.866
0.77,0.109,127.973,0.0401,0.000391,0.583,320587,-6.433
0.809,0.608,149.999,0.292,0.058,0.508,296147,-3.454
0.546,0.332,130.002,0.0414,0.00379,0.696,210267,-6.55
0.753,0.105,172.149,0.0367,0.0775,0.482,196053,-4.997
0.726,0.225,140.781,0.0327,0.0603,0.485,271907,-4.2
0.604,0.131,103.316,0.0328,0.149,0.484,221293,-3.314
0.642,0.114,67.839,0.148,0.216,0.372,226360,-4.819
0.78,0.128,90.004,0.0404,0.044,0.666,190480,-5.177
0.649,0.0894,99.099,0.0324,0.143,0.545,253747,-4.062
0.7,0.186,86.532,0.0251,0.0077,0.586,209680,-5.279
0.739,0.12,127.04,0.0352,0.32,0.677,229413,-5.068
0.808,0.196,172.016,0.0403,0.208,0.6,167427,-4.679
0.454,0.0783,135.839,0.0256,0.437,0.691,242840,-9.13
0.711,0.443,160.048,0.0623,0.109,0.653,191320,-6.454
0.749,0.298,76.84,0.0478,0.0386,0.647,223507,-5.019
0.668,0.0732,140.919,0.0505,0.176,0.721,231173,-5.561
0.739,0.0931,118.025,0.0387,0.00152,0.431,242416,-6.994
0.584,0.095,90.987,0.0296,0.432,0.715,203173,-8.231
0.712,0.0575,126.979,0.0337,0.0997,0.619,212040,-3.117
0.648,0.0812,93.939,0.327,0.187,0.483,219427,-8.651
0.873,0.224,129.902,0.0395,0.0292,0.662,210081,-3.116
0.878,0.789,165.972,0.145,0.29,0.579,191253,-5.396
0.847,0.436,99.058,0.0675,0.0145,0.588,204013,-4.734
0.679,0.0949,129.997,0.0981,0.0905,0.763,230907,-6.299
0.683,0.113,83.985,0.0305,0.0809,0.527,246120,-6.175
0.874,0.37,151.62,0.18,0.0146,0.62,230987,-5.251
0.904,0.0834,105.97,0.0462,0.0293,0.645,225560,-4.532
0.804,0.279,174.943,0.0621,0.332,0.738,190213,-3.851
0.702,0.1,91.038,0.135,0.0421,0.631,248107,-6.569
0.775,0.339,117.342,0.0291,0.132,0.603,196707,-4.106
0.756,0.0592,83.353,0.166,0.0205,0.54,200133,-4.423
0.808,0.134,121.956,0.0652,0.02,0.671,206080,-4.861
0.905,0.0513,155.856,0.208,0.0428,0.477,266987,-3.924
0.627,0.0858,143.821,0.0318,0.105,0.445,256440,-4.825
0.849,0.121,205.57,0.0385,0.00167,0.481,210720,-5.131
0.941,0.0455,127.993,0.0315,0.0284,0.668,281390,-4.19
0.903,0.134,115.616,0.0533,0.103,0.378,301800,-4.538
0.606,0.136,169.81,0.0371,0.261,0.464,251600,-3.85
0.889,0.155,143.067,0.115,0.0189,0.591,239613,-3.839
0.705,0.202,131.951,0.0665,0.0228,0.693,237947,-5.747
0.603,0.191,81,0.0989,0.0275,0.684,195373,-8.127
0.801,0.232,117.129,0.184,0.112,0.471,254427,-5.634
0.694,0.18,146.075,0.189,0.0439,0.764,223933,-5.745
0.673,0.0758,139.985,0.0291,0.015,0.558,227227,-4.914
0.818,0.4,79.842,0.0833,0.126,0.481,197600,-2.684
0.466,0.147,75.513,0.0325,0.0525,0.492,224400,-12.939
0.818,0.108,77.512,0.0957,0.0139,0.596,286973,-4.408
0.644,0.109,141.733,0.0363,0.56,0.441,220173,-5.774
0.742,0.221,163.911,0.0481,0.439,0.578,237733,-3.987
0.933,0.156,101.006,0.0509,0.0881,0.679,195613,-2.86
0.753,0.705,144.057,0.164,0.223,0.745,307973,-2.408
0.867,0.133,127.428,0.0627,0.161,0.695,223694,-3.972
0.648,0.364,92.021,0.0333,0.0383,0.575,213587,-4.747
0.668,0.126,70.478,0.211,0.221,0.433,436880,-6.544
0.721,0.0645,139.966,0.0623,0.0863,0.768,285867,-5.562
0.768,0.394,140.066,0.14,0.00459,0.828,286373,-2.608
0.826,0.0803,124.072,0.0479,0.139,0.638,227880,-4.968
0.629,0.183,173.794,0.0287,0.0328,0.396,252853,-4.78
0.73,0.175,120.032,0.0412,0.00272,0.752,218825,-3.897
0.663,0.132,170.92,0.0348,0.408,0.515,214733,-5.034
0.856,0.247,95.999,0.0325,0.00122,0.627,229493,-6.137
0.672,0.197,127.969,0.0471,0.0133,0.764,243533,-5.007
0.805,0.0914,125.358,0.192,0.0524,0.523,227773,-5.473
0.397,0.128,160.021,0.0299,0.463,0.496,236027,-10.534
0.945,0.184,91.017,0.0717,0.0587,0.644,219560,-3.534
0.923,0.505,125.029,0.144,0.0693,0.595,224093,-3.449
0.577,0.11,160.035,0.127,0.0436,0.697,228453,-7.653
0.828,0.352,123.986,0.133,0.00578,0.616,260467,-4.736
0.844,0.124,155.066,0.0381,0.0642,0.437,177867,-3.394
0.843,0.0876,109.012,0.0432,0.0151,0.637,220733,-5.413
0.794,0.19,142.156,0.0533,0.0724,0.558,299613,-3.234
